dt,dt_iso,temp,visibility,feels_like,pressure,humidity,wind_speed,clouds_all,weather_id,weather_main,weather_description
1594612800,2020-07-13 04:00:00 +0000 UTC,25.43,10000,25.78,1008,67,4.1,0,800,Clear,sky is clear
1594616400,2020-07-13 05:00:00 +0000 UTC,24.71,10000,25.01,1009,68,7.7,75,803,Clouds,broken clouds
1594620000,2020-07-13 06:00:00 +0000 UTC,23.66,10000,24.04,1008,75,4.6,100,500,Rain,light rain
1594623600,2020-07-13 07:00:00 +0000 UTC,22.74,10000,23.13,1008,79,3.6,75,500,Rain,light rain
1594627200,2020-07-13 08:00:00 +0000 UTC,22.67,10000,23.16,1007,83,3.1,0,500,Rain,light rain
1594630800,2020-07-13 09:00:00 +0000 UTC,22.25,10000,22.7,1008,83,4.6,75,500,Rain,light rain
1594634400,2020-07-13 10:00:00 +0000 UTC,22.32,10000,22.75,1009,82,2.6,100,500,Rain,light rain
1594638000,2020-07-13 11:00:00 +0000 UTC,22.64,10000,23.05,1009,80,2.6,0,800,Clear,sky is clear
1594641600,2020-07-13 12:00:00 +0000 UTC,23.39,10000,23.87,1009,80,3.1,0,800,Clear,sky is clear
1594645200,2020-07-13 13:00:00 +0000 UTC,24.65,10000,25.05,1009,72,3.1,0,711,Smoke,smoke
1594648800,2020-07-13 14:00:00 +0000 UTC,26.67,10000,27.86,1009,63,2.68,0,800,Clear,sky is clear
1594652400,2020-07-13 15:00:00 +0000 UTC,28.13,10000,29.42,1009,58,3.6,0,800,Clear,sky is clear
1594656000,2020-07-13 16:00:00 +0000 UTC,29.2,10000,30.19,1009,52,6.2,0,800,Clear,sky is clear
1594659600,2020-07-13 17:00:00 +0000 UTC,29.87,10000,30.56,1009,48,4.6,75,803,Clouds,broken clouds
1594663200,2020-07-13 18:00:00 +0000 UTC,30.73,10000,31.47,1009,46,4.6,40,802,Clouds,scattered clouds
1594666800,2020-07-13 19:00:00 +0000 UTC,30.84,10000,31.31,1009,44,4.1,20,801,Clouds,few clouds
1594670400,2020-07-13 20:00:00 +0000 UTC,30.84,10000,31.31,1009,44,6.7,75,803,Clouds,broken clouds
1594674000,2020-07-13 21:00:00 +0000 UTC,30.89,10000,30.91,1009,41,6.2,40,802,Clouds,scattered clouds
1594677600,2020-07-13 22:00:00 +0000 UTC,31,10000,30.91,1008,40,5.7,0,800,Clear,sky is clear
1594681200,2020-07-13 23:00:00 +0000 UTC,29.83,10000,29.97,1009,44,5.7,75,803,Clouds,broken clouds
1594684800,2020-07-14 00:00:00 +0000 UTC,28.77,10000,29.04,1010,47,5.7,0,800,Clear,sky is clear
1594688400,2020-07-14 01:00:00 +0000 UTC,27.67,10000,28.01,1010,49,4.6,0,800,Clear,sky is clear
1594692000,2020-07-14 02:00:00 +0000 UTC,26.7,10000,27.2,1011,51,5.7,0,800,Clear,sky is clear
1594695600,2020-07-14 03:00:00 +0000 UTC,26.61,10000,26.61,1011,51,5.7,20,801,Clouds,few clouds
1594699200,2020-07-14 04:00:00 +0000 UTC,25.58,10000,25.58,1011,53,6.2,0,800,Clear,sky is clear
1594702800,2020-07-14 05:00:00 +0000 UTC,24.53,10000,24.5,1012,56,5.1,0,800,Clear,sky is clear
1594706400,2020-07-14 06:00:00 +0000 UTC,23.73,10000,23.7,1012,59,4.1,0,800,Clear,sky is clear
1594710000,2020-07-14 07:00:00 +0000 UTC,23.13,10000,23.09,1012,61,5.1,0,800,Clear,sky is clear
1594713600,2020-07-14 08:00:00 +0000 UTC,22.34,10000,22.33,1012,65,4.1,0,800,Clear,sky is clear
1594717200,2020-07-14 09:00:00 +0000 UTC,22.09,10000,22.08,1012,66,4.6,0,800,Clear,sky is clear
1594720800,2020-07-14 10:00:00 +0000 UTC,21.67,10000,21.69,1013,69,3.6,0,800,Clear,sky is clear
1594724400,2020-07-14 11:00:00 +0000 UTC,21.94,10000,22.07,1013,72,5.1,0,800,Clear,sky is clear
1594728000,2020-07-14 12:00:00 +0000 UTC,22.59,10000,22.63,1014,66,5.1,0,800,Clear,sky is clear
1594731600,2020-07-14 13:00:00 +0000 UTC,23.99,10000,24.01,1014,60,5.81,0,800,Clear,sky is clear
1594735200,2020-07-14 14:00:00 +0000 UTC,26.05,10000,26.05,1014,54,5.7,0,800,Clear,sky is clear
1594738800,2020-07-14 15:00:00 +0000 UTC,27.77,10000,28.11,1014,49,6.26,0,800,Clear,sky is clear
1594742400,2020-07-14 16:00:00 +0000 UTC,28.63,10000,28.78,1014,46,5.7,0,800,Clear,sky is clear
1594746000,2020-07-14 17:00:00 +0000 UTC,29.71,10000,29.95,1015,45,6.7,40,802,Clouds,scattered clouds
1594749600,2020-07-14 18:00:00 +0000 UTC,30.02,10000,30.34,1015,45,6.2,40,802,Clouds,scattered clouds
1594753200,2020-07-14 19:00:00 +0000 UTC,29.87,10000,30.02,1014,44,4.6,40,802,Clouds,scattered clouds
1594756800,2020-07-14 20:00:00 +0000 UTC,30.43,10000,30.6,1014,43,6.2,0,800,Clear,sky is clear
1594760400,2020-07-14 21:00:00 +0000 UTC,31.15,10000,30.96,1015,39,5.7,20,801,Clouds,few clouds
1594764000,2020-07-14 22:00:00 +0000 UTC,30.82,10000,30.68,1015,40,4.6,0,800,Clear,sky is clear
1594767600,2020-07-14 23:00:00 +0000 UTC,29.68,10000,29.66,1015,43,6.2,0,800,Clear,sky is clear
1594771200,2020-07-15 00:00:00 +0000 UTC,28.33,10000,28.45,1016,46,4.1,0,800,Clear,sky is clear
1594774800,2020-07-15 01:00:00 +0000 UTC,27.74,10000,28.08,1017,49,9.3,100,804,Clouds,overcast clouds
1594778400,2020-07-15 02:00:00 +0000 UTC,26.03,10000,26.03,1018,58,6.26,75,803,Clouds,broken clouds
1594782000,2020-07-15 03:00:00 +0000 UTC,25.49,10000,25.66,1018,60,3.6,100,804,Clouds,overcast clouds
1594785600,2020-07-15 04:00:00 +0000 UTC,25.54,10000,25.66,1018,58,4.02,100,804,Clouds,overcast clouds
1594789200,2020-07-15 05:00:00 +0000 UTC,24.77,10000,25.03,1018,66,4.1,0,800,Clear,sky is clear
1594792800,2020-07-15 06:00:00 +0000 UTC,24.45,10000,24.8,1018,71,4.6,0,800,Clear,sky is clear
1594796400,2020-07-15 07:00:00 +0000 UTC,23.76,10000,24.05,1019,71,3.6,0,800,Clear,sky is clear
1594800000,2020-07-15 08:00:00 +0000 UTC,23.35,10000,23.62,1019,72,4.1,0,800,Clear,sky is clear
1594803600,2020-07-15 09:00:00 +0000 UTC,22.89,10000,23.27,1020,78,4.92,0,800,Clear,sky is clear
1594807200,2020-07-15 10:00:00 +0000 UTC,22.35,10000,22.7,1021,79,3.6,20,801,Clouds,few clouds
1594810800,2020-07-15 11:00:00 +0000 UTC,22.65,10000,23.14,1021,83,4.02,75,803,Clouds,broken clouds
1594814400,2020-07-15 12:00:00 +0000 UTC,23.14,10000,23.55,1021,78,5.36,40,802,Clouds,scattered clouds
1594818000,2020-07-15 13:00:00 +0000 UTC,23.86,10000,24.26,1022,75,5.7,100,804,Clouds,overcast clouds
1594821600,2020-07-15 14:00:00 +0000 UTC,24.76,10000,25.17,1022,72,6.2,75,500,Rain,light rain
1594825200,2020-07-15 15:00:00 +0000 UTC,25.51,10000,25.92,1022,69,4.6,0,500,Rain,light rain
1594828800,2020-07-15 16:00:00 +0000 UTC,25.33,10000,25.49,1023,60,5.7,100,500,Rain,light rain
1594832400,2020-07-15 17:00:00 +0000 UTC,26.12,10000,26.12,1023,63,5.36,100,804,Clouds,overcast clouds
1594836000,2020-07-15 18:00:00 +0000 UTC,26.3,10000,26.3,1023,62,4.6,100,804,Clouds,overcast clouds
1594839600,2020-07-15 19:00:00 +0000 UTC,26.45,10000,26.45,1023,63,5.1,40,500,Rain,light rain
1594843200,2020-07-15 20:00:00 +0000 UTC,26.56,10000,26.56,1023,61,4.6,75,500,Rain,light rain
1594846800,2020-07-15 21:00:00 +0000 UTC,26.48,10000,26.48,1023,61,6.2,20,801,Clouds,few clouds
1594850400,2020-07-15 22:00:00 +0000 UTC,25.87,10000,26.13,1022,62,6.2,0,800,Clear,sky is clear
1594854000,2020-07-15 23:00:00 +0000 UTC,24.46,10000,24.68,1023,66,6.2,0,800,Clear,sky is clear
1594857600,2020-07-16 00:00:00 +0000 UTC,23.42,10000,23.75,1023,74,5.1,20,801,Clouds,few clouds
1594861200,2020-07-16 01:00:00 +0000 UTC,22.75,10000,23.09,1023,77,5.36,75,803,Clouds,broken clouds
1594864800,2020-07-16 02:00:00 +0000 UTC,22.56,10000,22.88,1024,77,5.81,100,804,Clouds,overcast clouds
1594868400,2020-07-16 03:00:00 +0000 UTC,22.44,10000,22.72,1024,76,5.1,100,804,Clouds,overcast clouds
1594872000,2020-07-16 04:00:00 +0000 UTC,22.34,10000,22.61,1024,76,5.81,100,804,Clouds,overcast clouds
1594875600,2020-07-16 05:00:00 +0000 UTC,22.33,10000,22.6,1024,76,4.92,100,804,Clouds,overcast clouds
1594879200,2020-07-16 06:00:00 +0000 UTC,22.36,10000,22.61,1025,75,4.92,100,804,Clouds,overcast clouds
1594882800,2020-07-16 07:00:00 +0000 UTC,22.34,10000,22.59,1025,75,4.6,100,804,Clouds,overcast clouds
1594886400,2020-07-16 08:00:00 +0000 UTC,22.27,10000,22.51,1025,75,4.92,100,804,Clouds,overcast clouds
1594890000,2020-07-16 09:00:00 +0000 UTC,21.8,10000,22.02,1025,76,4.47,100,804,Clouds,overcast clouds
1594893600,2020-07-16 10:00:00 +0000 UTC,21.66,10000,21.87,1026,76,4.1,100,804,Clouds,overcast clouds
1594897200,2020-07-16 11:00:00 +0000 UTC,21.84,10000,22.04,1026,75,4.02,100,804,Clouds,overcast clouds
1594900800,2020-07-16 12:00:00 +0000 UTC,22.32,10000,22.51,1026,73,4.02,100,804,Clouds,overcast clouds
1594904400,2020-07-16 13:00:00 +0000 UTC,22.9,10000,23,1026,67,4.92,100,804,Clouds,overcast clouds
1594908000,2020-07-16 14:00:00 +0000 UTC,23.93,10000,24,1026,62,4.1,75,803,Clouds,broken clouds
1594911600,2020-07-16 15:00:00 +0000 UTC,24.21,10000,24.31,1026,62,5.7,100,804,Clouds,overcast clouds
1594915200,2020-07-16 16:00:00 +0000 UTC,24.82,10000,24.95,1027,61,5.1,75,803,Clouds,broken clouds
1594918800,2020-07-16 17:00:00 +0000 UTC,25.33,10000,25.43,1027,58,4.6,40,802,Clouds,scattered clouds
1594922400,2020-07-16 18:00:00 +0000 UTC,25.31,10000,25.44,1026,59,6.2,40,802,Clouds,scattered clouds
1594926000,2020-07-16 19:00:00 +0000 UTC,25.4,10000,25.51,1026,58,6.7,20,801,Clouds,few clouds
1594929600,2020-07-16 20:00:00 +0000 UTC,25.26,10000,25.33,1026,57,6.2,20,801,Clouds,few clouds
1594933200,2020-07-16 21:00:00 +0000 UTC,24.78,10000,24.85,1026,59,6.2,40,802,Clouds,scattered clouds
1594936800,2020-07-16 22:00:00 +0000 UTC,23.94,10000,23.93,1025,59,5.7,0,800,Clear,sky is clear
1594940400,2020-07-16 23:00:00 +0000 UTC,22.97,10000,22.94,1025,62,7.15,75,803,Clouds,broken clouds
1594944000,2020-07-17 00:00:00 +0000 UTC,21.78,10000,21.74,1025,66,6.71,40,802,Clouds,scattered clouds
1594947600,2020-07-17 01:00:00 +0000 UTC,21.48,10000,21.43,1025,67,6.71,75,803,Clouds,broken clouds
1594951200,2020-07-17 02:00:00 +0000 UTC,21.47,10000,21.42,1025,67,6.71,40,802,Clouds,scattered clouds
1594954800,2020-07-17 03:00:00 +0000 UTC,21.28,10000,21.21,1024,67,6.71,0,800,Clear,sky is clear
1594958400,2020-07-17 04:00:00 +0000 UTC,20.96,10000,20.89,1024,68,5.36,0,800,Clear,sky is clear
1594962000,2020-07-17 05:00:00 +0000 UTC,20.94,10000,21.02,1023,74,5.36,0,800,Clear,sky is clear
1594965600,2020-07-17 06:00:00 +0000 UTC,21.28,10000,21.45,1023,76,4.92,100,804,Clouds,overcast clouds
1594969200,2020-07-17 07:00:00 +0000 UTC,21.41,10000,21.62,1022,77,4.92,100,804,Clouds,overcast clouds
1594972800,2020-07-17 08:00:00 +0000 UTC,21.57,10000,21.79,1021,77,5.81,100,804,Clouds,overcast clouds
1594976400,2020-07-17 09:00:00 +0000 UTC,21.7,10000,21.96,1021,78,7.6,100,500,Rain,light rain
1594980000,2020-07-17 10:00:00 +0000 UTC,21.91,10000,22.22,1021,79,6.71,100,500,Rain,light rain
1594983600,2020-07-17 11:00:00 +0000 UTC,21.88,10000,22.26,1021,82,4.6,100,500,Rain,light rain
1594987200,2020-07-17 12:00:00 +0000 UTC,21.6,10000,22.11,1021,88,5.7,100,500,Rain,light rain
1594990800,2020-07-17 13:00:00 +0000 UTC,21.78,10000,22.34,1021,89,6.2,100,501,Rain,moderate rain
1594994400,2020-07-17 14:00:00 +0000 UTC,22.62,10000,23.24,1021,88,7.2,100,500,Rain,light rain
1594998000,2020-07-17 15:00:00 +0000 UTC,23.11,10000,23.77,1020,88,4.1,100,500,Rain,light rain
1594998000,2020-07-17 15:00:00 +0000 UTC,23.11,10000,23.77,1020,88,4.1,100,300,Drizzle,light intensity drizzle
1595001600,2020-07-17 16:00:00 +0000 UTC,24.48,10000,25.2,1020,85,4.1,100,500,Rain,light rain
1595005200,2020-07-17 17:00:00 +0000 UTC,25.58,10000,26.28,1019,80,4.6,100,804,Clouds,overcast clouds
1595008800,2020-07-17 18:00:00 +0000 UTC,26.05,10000,26.05,1019,79,4.1,100,500,Rain,light rain
1595012400,2020-07-17 19:00:00 +0000 UTC,27.95,10000,30.97,1019,73,2.6,75,803,Clouds,broken clouds
1595016000,2020-07-17 20:00:00 +0000 UTC,28.99,10000,31.65,1018,64,3.1,0,800,Clear,sky is clear
1595019600,2020-07-17 21:00:00 +0000 UTC,29.82,10000,33.29,1018,64,3.6,0,800,Clear,sky is clear
1595023200,2020-07-17 22:00:00 +0000 UTC,30,10000,34.1,1017,66,3.1,0,500,Rain,light rain
1595026800,2020-07-17 23:00:00 +0000 UTC,28.77,10000,32.23,1017,70,3.1,20,801,Clouds,few clouds
1595030400,2020-07-18 00:00:00 +0000 UTC,27.69,10000,30.94,1017,77,5.7,0,800,Clear,sky is clear
1595034000,2020-07-18 01:00:00 +0000 UTC,26.8,10000,29.14,1017,78,3.6,20,801,Clouds,few clouds
1595037600,2020-07-18 02:00:00 +0000 UTC,26.53,10000,26.53,1018,79,3.1,75,803,Clouds,broken clouds
1595041200,2020-07-18 03:00:00 +0000 UTC,25.94,10000,26.7,1018,81,6.2,100,804,Clouds,overcast clouds
1595044800,2020-07-18 04:00:00 +0000 UTC,25.53,10000,26.2,1018,79,4.47,75,803,Clouds,broken clouds
1595048400,2020-07-18 05:00:00 +0000 UTC,24.9,10000,25.56,1018,81,3.1,0,800,Clear,sky is clear
1595052000,2020-07-18 06:00:00 +0000 UTC,24.56,10000,25.21,1018,82,2.1,0,800,Clear,sky is clear
1595055600,2020-07-18 07:00:00 +0000 UTC,24.77,10000,25.39,1018,80,3.1,0,800,Clear,sky is clear
1595059200,2020-07-18 08:00:00 +0000 UTC,24.47,10000,25.06,1018,80,3.1,0,800,Clear,sky is clear
1595062800,2020-07-18 09:00:00 +0000 UTC,23.97,10000,24.49,1018,79,2.24,0,800,Clear,sky is clear
1595066400,2020-07-18 10:00:00 +0000 UTC,23.49,10000,24.04,1019,82,3.1,0,701,Mist,mist
1595070000,2020-07-18 11:00:00 +0000 UTC,23.45,10000,24.1,1019,86,3.6,0,800,Clear,sky is clear
1595073600,2020-07-18 12:00:00 +0000 UTC,23.95,10000,24.59,1019,84,2.6,0,800,Clear,sky is clear
1595077200,2020-07-18 13:00:00 +0000 UTC,25.02,10000,25.61,1019,78,1.5,0,800,Clear,sky is clear
1595080800,2020-07-18 14:00:00 +0000 UTC,27.31,10000,28.83,1019,64,2.68,0,800,Clear,sky is clear
1595084400,2020-07-18 15:00:00 +0000 UTC,29.11,10000,29.68,1019,49,3.6,0,800,Clear,sky is clear
1595088000,2020-07-18 16:00:00 +0000 UTC,30.72,10000,31.46,1018,46,3.1,0,800,Clear,sky is clear
1595091600,2020-07-18 17:00:00 +0000 UTC,31.36,10000,31.88,1018,43,3.1,0,800,Clear,sky is clear
1595095200,2020-07-18 18:00:00 +0000 UTC,32.12,10000,32.45,1017,40,3.1,0,800,Clear,sky is clear
1595098800,2020-07-18 19:00:00 +0000 UTC,33.43,10000,33.81,1017,37,4.6,0,800,Clear,sky is clear
1595102400,2020-07-18 20:00:00 +0000 UTC,33.88,10000,34.98,1017,39,3.1,0,800,Clear,sky is clear
1595106000,2020-07-18 21:00:00 +0000 UTC,32.21,10000,32.77,1016,41,4.1,0,800,Clear,sky is clear
1595109600,2020-07-18 22:00:00 +0000 UTC,31.96,10000,32.58,1016,42,3.6,0,800,Clear,sky is clear
1595113200,2020-07-18 23:00:00 +0000 UTC,30.91,10000,31.91,1016,47,6.2,0,800,Clear,sky is clear
1595116800,2020-07-19 00:00:00 +0000 UTC,29.3,10000,30.61,1016,54,6.2,0,800,Clear,sky is clear
1595120400,2020-07-19 01:00:00 +0000 UTC,27.94,10000,29.47,1016,61,5.1,0,800,Clear,sky is clear
1595124000,2020-07-19 02:00:00 +0000 UTC,27.23,10000,28.71,1016,64,5.7,0,800,Clear,sky is clear
1595127600,2020-07-19 03:00:00 +0000 UTC,26.67,10000,28.18,1016,68,3.6,0,800,Clear,sky is clear
1595131200,2020-07-19 04:00:00 +0000 UTC,26.04,10000,26.04,1016,70,4.1,0,800,Clear,sky is clear
1595134800,2020-07-19 05:00:00 +0000 UTC,25.73,10000,26.26,1016,73,3.13,0,800,Clear,sky is clear
1595138400,2020-07-19 06:00:00 +0000 UTC,25.54,10000,26.08,1015,74,3.58,0,800,Clear,sky is clear
1595142000,2020-07-19 07:00:00 +0000 UTC,25.33,10000,25.93,1015,77,3.6,0,800,Clear,sky is clear
1595145600,2020-07-19 08:00:00 +0000 UTC,24.94,10000,25.5,1015,77,4.47,0,800,Clear,sky is clear
1595149200,2020-07-19 09:00:00 +0000 UTC,24.39,10000,24.97,1015,80,3.13,0,800,Clear,sky is clear
1595152800,2020-07-19 10:00:00 +0000 UTC,24.31,10000,24.89,1015,80,3.13,0,800,Clear,sky is clear
1595156400,2020-07-19 11:00:00 +0000 UTC,25.12,10000,25.65,1016,75,3.6,0,800,Clear,sky is clear
1595160000,2020-07-19 12:00:00 +0000 UTC,26.11,10000,26.11,1016,68,2.68,0,800,Clear,sky is clear
1595163600,2020-07-19 13:00:00 +0000 UTC,27.47,10000,28.97,1015,63,4.6,0,800,Clear,sky is clear
1595167200,2020-07-19 14:00:00 +0000 UTC,29.79,10000,32.07,1015,58,6.7,0,800,Clear,sky is clear
1595170800,2020-07-19 15:00:00 +0000 UTC,31.76,10000,33.93,1014,50,5.1,0,800,Clear,sky is clear
1595174400,2020-07-19 16:00:00 +0000 UTC,32.88,10000,36.05,1014,50,5.7,0,800,Clear,sky is clear
1595178000,2020-07-19 17:00:00 +0000 UTC,33.79,10000,36.99,1014,47,5.7,0,800,Clear,sky is clear
1595181600,2020-07-19 18:00:00 +0000 UTC,33.97,10000,36.46,1013,44,9.3,0,800,Clear,sky is clear
1595185200,2020-07-19 19:00:00 +0000 UTC,34.82,10000,38.46,1013,45,8.2,0,800,Clear,sky is clear
1595188800,2020-07-19 20:00:00 +0000 UTC,33.15,10000,36.59,1012,50,8.8,0,800,Clear,sky is clear
1595192400,2020-07-19 21:00:00 +0000 UTC,32.43,10000,35.98,1012,53,8.2,0,800,Clear,sky is clear
1595196000,2020-07-19 22:00:00 +0000 UTC,31.86,10000,35.89,1011,57,6.7,0,800,Clear,sky is clear
1595199600,2020-07-19 23:00:00 +0000 UTC,31.16,10000,35.19,1011,60,7.15,0,800,Clear,sky is clear
1595203200,2020-07-20 00:00:00 +0000 UTC,29.59,10000,33.42,1011,67,6.2,0,800,Clear,sky is clear
1595206800,2020-07-20 01:00:00 +0000 UTC,29.22,10000,33.21,1011,70,7.2,0,800,Clear,sky is clear
1595210400,2020-07-20 02:00:00 +0000 UTC,28.61,10000,32.06,1012,71,8.2,0,800,Clear,sky is clear
1595214000,2020-07-20 03:00:00 +0000 UTC,28.35,10000,30.37,1012,63,5.7,0,800,Clear,sky is clear
1595217600,2020-07-20 04:00:00 +0000 UTC,27.81,10000,29.83,1011,66,6.7,0,800,Clear,sky is clear
1595221200,2020-07-20 05:00:00 +0000 UTC,27.31,10000,29.69,1011,73,6.2,0,800,Clear,sky is clear
1595224800,2020-07-20 06:00:00 +0000 UTC,27.46,10000,30.43,1011,77,3.6,0,800,Clear,sky is clear
1595228400,2020-07-20 07:00:00 +0000 UTC,27.33,10000,30.49,1011,80,5.1,40,802,Clouds,scattered clouds
1595232000,2020-07-20 08:00:00 +0000 UTC,27.48,10000,30.96,1011,81,3.6,0,800,Clear,sky is clear
1595235600,2020-07-20 09:00:00 +0000 UTC,27.12,10000,30.01,1011,80,3.13,0,800,Clear,sky is clear
1595239200,2020-07-20 10:00:00 +0000 UTC,26.93,10000,29.77,1011,82,3.13,0,800,Clear,sky is clear
1595242800,2020-07-20 11:00:00 +0000 UTC,26.94,10000,29.79,1012,82,4.1,40,802,Clouds,scattered clouds
1595246400,2020-07-20 12:00:00 +0000 UTC,27.55,10000,31,1012,80,2.6,0,800,Clear,sky is clear
1595250000,2020-07-20 13:00:00 +0000 UTC,28.84,10000,32.92,1012,73,4.1,0,800,Clear,sky is clear
1595253600,2020-07-20 14:00:00 +0000 UTC,29.99,10000,33.43,1011,63,6.2,0,800,Clear,sky is clear
1595257200,2020-07-20 15:00:00 +0000 UTC,32.24,10000,36.43,1011,56,4.6,0,800,Clear,sky is clear
1595260800,2020-07-20 16:00:00 +0000 UTC,33.56,10000,38.09,1011,52,4.6,20,801,Clouds,few clouds
1595264400,2020-07-20 17:00:00 +0000 UTC,33.85,10000,37.74,1011,49,7.2,40,802,Clouds,scattered clouds
1595268000,2020-07-20 18:00:00 +0000 UTC,33.74,10000,37.83,1010,50,8.8,20,801,Clouds,few clouds
1595271600,2020-07-20 19:00:00 +0000 UTC,34.03,10000,37.17,1010,46,7.7,75,803,Clouds,broken clouds
1595275200,2020-07-20 20:00:00 +0000 UTC,33.91,10000,36.35,1010,44,7.7,20,801,Clouds,few clouds
1595278800,2020-07-20 21:00:00 +0000 UTC,33.31,10000,35.77,1010,46,7.7,0,800,Clear,sky is clear
1595282400,2020-07-20 22:00:00 +0000 UTC,33.9,10000,36.05,1010,43,8.8,0,800,Clear,sky is clear
1595286000,2020-07-20 23:00:00 +0000 UTC,33.14,10000,34.46,1010,42,7.2,0,800,Clear,sky is clear
1595289600,2020-07-21 00:00:00 +0000 UTC,31.93,10000,32.93,1011,44,8.2,0,800,Clear,sky is clear
1595293200,2020-07-21 01:00:00 +0000 UTC,31.04,10000,31.93,1011,46,6.2,0,800,Clear,sky is clear
1595296800,2020-07-21 02:00:00 +0000 UTC,30.77,10000,31.7,1012,47,5.1,0,800,Clear,sky is clear
1595300400,2020-07-21 03:00:00 +0000 UTC,29.87,10000,30.86,1013,50,4.1,0,800,Clear,sky is clear
1595304000,2020-07-21 04:00:00 +0000 UTC,28.87,10000,29.98,1013,54,2.6,0,800,Clear,sky is clear
1595307600,2020-07-21 05:00:00 +0000 UTC,27.73,10000,28.58,1014,55,3.1,0,800,Clear,sky is clear
1595311200,2020-07-21 06:00:00 +0000 UTC,27.71,10000,28.65,1014,56,3.1,0,800,Clear,sky is clear
1595314800,2020-07-21 07:00:00 +0000 UTC,27.13,10000,27.88,1015,55,2.6,0,800,Clear,sky is clear
1595318400,2020-07-21 08:00:00 +0000 UTC,26.99,10000,27.79,1015,56,2.6,0,800,Clear,sky is clear
1595322000,2020-07-21 09:00:00 +0000 UTC,26.53,10000,26.53,1016,58,3.1,0,800,Clear,sky is clear
1595325600,2020-07-21 10:00:00 +0000 UTC,26.58,10000,26.58,1016,58,3.1,0,800,Clear,sky is clear
1595329200,2020-07-21 11:00:00 +0000 UTC,26.6,10000,26.6,1016,60,3.6,0,800,Clear,sky is clear
1595332800,2020-07-21 12:00:00 +0000 UTC,26.97,10000,28.11,1016,61,2.6,0,800,Clear,sky is clear
1595336400,2020-07-21 13:00:00 +0000 UTC,28.24,10000,29.24,1017,55,2.6,0,800,Clear,sky is clear
1595340000,2020-07-21 14:00:00 +0000 UTC,29.17,10000,30.28,1017,53,4.1,0,800,Clear,sky is clear
1595343600,2020-07-21 15:00:00 +0000 UTC,30.19,10000,31.01,1017,48,6.2,0,800,Clear,sky is clear
1595347200,2020-07-21 16:00:00 +0000 UTC,31.4,10000,32.49,1017,46,5.1,0,800,Clear,sky is clear
1595350800,2020-07-21 17:00:00 +0000 UTC,32,10000,32.84,1017,43,3.6,0,800,Clear,sky is clear
1595354400,2020-07-21 18:00:00 +0000 UTC,32.8,10000,33.9,1017,42,3.6,0,800,Clear,sky is clear
1595358000,2020-07-21 19:00:00 +0000 UTC,32.7,10000,33.74,1016,42,5.7,0,800,Clear,sky is clear
1595361600,2020-07-21 20:00:00 +0000 UTC,32.6,10000,33.79,1016,43,5.7,0,800,Clear,sky is clear
1595365200,2020-07-21 21:00:00 +0000 UTC,32.06,10000,33.13,1016,44,7.2,0,800,Clear,sky is clear
1595368800,2020-07-21 22:00:00 +0000 UTC,31.43,10000,32.93,1016,48,6.7,0,800,Clear,sky is clear
1595372400,2020-07-21 23:00:00 +0000 UTC,29.93,10000,31.6,1015,54,5.1,0,800,Clear,sky is clear
1595376000,2020-07-22 00:00:00 +0000 UTC,28.49,10000,30.07,1016,59,7.2,20,801,Clouds,few clouds
1595379600,2020-07-22 01:00:00 +0000 UTC,27.88,10000,29.38,1016,61,6.2,75,803,Clouds,broken clouds
1595383200,2020-07-22 02:00:00 +0000 UTC,27.19,10000,28.65,1017,64,3.1,0,800,Clear,sky is clear
1595386800,2020-07-22 03:00:00 +0000 UTC,27.19,10000,28.65,1017,64,3.6,20,801,Clouds,few clouds
1595390400,2020-07-22 04:00:00 +0000 UTC,26.99,10000,28.44,1017,65,3.1,75,803,Clouds,broken clouds
1595394000,2020-07-22 05:00:00 +0000 UTC,26.83,10000,28.88,1017,74,3.6,75,211,Thunderstorm,thunderstorm
1595397600,2020-07-22 06:00:00 +0000 UTC,24.54,10000,25.32,1016,87,3.13,75,501,Rain,moderate rain
1595401200,2020-07-22 07:00:00 +0000 UTC,25.44,10000,26.26,1016,85,2.6,75,500,Rain,light rain
1595404800,2020-07-22 08:00:00 +0000 UTC,25.25,10000,26,1016,83,0,100,804,Clouds,overcast clouds
1595408400,2020-07-22 09:00:00 +0000 UTC,25.03,10000,25.78,1017,84,2.1,20,500,Rain,light rain
1595412000,2020-07-22 10:00:00 +0000 UTC,25.01,10000,25.73,1017,83,2.1,0,500,Rain,light rain
1595415600,2020-07-22 11:00:00 +0000 UTC,25.19,10000,25.93,1017,83,3.1,75,803,Clouds,broken clouds
1595419200,2020-07-22 12:00:00 +0000 UTC,26,10000,26,1017,82,3.1,0,800,Clear,sky is clear
1595422800,2020-07-22 13:00:00 +0000 UTC,27.42,10000,30.12,1017,75,3.6,0,800,Clear,sky is clear
1595426400,2020-07-22 14:00:00 +0000 UTC,28.97,10000,32.66,1017,70,4.1,0,800,Clear,sky is clear
1595430000,2020-07-22 15:00:00 +0000 UTC,29.47,10000,33.78,1017,70,4.1,0,500,Rain,light rain
1595433600,2020-07-22 16:00:00 +0000 UTC,31.16,10000,34.93,1017,59,3.1,0,800,Clear,sky is clear
1595437200,2020-07-22 17:00:00 +0000 UTC,32.5,10000,36.7,1017,55,6.2,20,801,Clouds,few clouds
